Codigo_interno,Codigo,Desc Concatenada,cantidad,deposito,pasillo,columna,estante,precio_cpa,precio_vta
1553,,Reten Mx (10740) 26mm x 42mm x 8mm FPM - (SAV),0,D0,P13,A,9,0,0
1554,,Reten Lx (10744) 22mm x 40mm x 7mm NBR - (SAV),0,D0,P13,A,9,0,0
1555,,Reten Mw (10798) 70mm x 112mm x 14.00/20.00mm NBR - (SAV),0,D0,P13,A,9,0,0
1556,,Reten Kw (10800) 75mm x 120mm x 14mm NBR - (SAV),0,D0,P13,A,9,0,0
1557,,Reten Mx (10746) 41.27mm x 63.55mm x 7.95mm NBR - (SAV),0,D0,P13,A,9,0,0
1558,,Reten 10845 SAV,0,D0,P13,A,9,0,0
1559,,Reten Lx (10842) 28mm x 37mm x 6mm NBR - (SAV),0,D0,P13,A,9,0,0
1560,,Reten 11351 SAV,0,D0,P13,A,9,0,0
1561,,Reten Lx (10859) 45mm x 80mm x 9.5mm NBR - (SAV),0,D0,P13,A,9,0,0
1562,,Reten 11477 SAV,0,D0,P13,A,9,0,0
1563,,Reten Kx (10790) 114.3mm x 158.9mm x 14.7mm NBR - (SAV),0,D0,P13,A,9,0,0
1564,,Reten Lr (10804) 55mm x 90mm x 10mm NBR - (SAV),0,D0,P13,A,9,0,0
1565,,Reten Lx (10836) 20mm x 36mm x 7mm NBR - (SAV),0,D0,P13,A,9,0,0
1566,,Reten Lx (10865) 27mm x 43mm x 9mm ACM - (SAV),0,D0,P13,A,9,0,0
1567,,Reten 10925 SAV,0,D0,P13,A,9,0,0
1568,,Reten 10970 SAV,0,D0,P13,A,9,0,0
1569,,Reten 11140 SAV,0,D0,P13,A,9,0,0
1570,,Reten 11281 SAV,0,D0,P13,A,9,0,0
1571,,Reten 11215 SAV,0,D0,P13,A,9,0,0
1572,,Reten 11258 SAV,0,D0,P13,A,9,0,0
1573,,Reten 11245 SAV,0,D0,P13,A,9,0,0
1574,,Reten 11441 SAV,0,D0,P13,A,9,0,0
1575,,Reten Lx (5025) 20mm x 40mm x 6mm NBR - (SAV),0,D0,P11,A,1,0,0
1576,,Reten Lx (5027) 48.42mm x 81mm x 11.9mm NBR - (SAV),0,D0,P11,A,1,0,0
1577,,Reten Lx (5029) 35mm x 62mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1578,,Reten Lx (5030) 20mm x 47mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1579,,Reten Lx (5031) 28mm x 40mm x 7mm NBR - (SAV),0,D0,P11,A,1,0,0
1580,,Reten Kx (5035) 52.4mm x 81mm x 11.5mm NBR - (SAV),0,D0,P11,A,1,0,0
1581,,Reten Kz (5036) 52.4mm x 81mm x 11.5mm NBR - (SAV),0,D0,P11,A,1,0,0
1582,,Reten Kz (5039) 40.1mm x 61.16mm x 12.7mm NBR - (SAV),0,D0,P11,A,1,0,0
1583,,Reten Mz (5045) 44.85mm x 61.42mm x 9.52mm NBR - (SAV),0,D0,P11,A,1,0,0
1584,,Reten Lt (5048) 46mm x 75.28mm x 6.35mm NBR - (SAV),0,D0,P11,A,1,0,0
1585,,Reten Lt (5047) 47.63mm x 75.33mm x 6.35mm NBR - (SAV),0,D0,P11,A,1,0,0
1586,,Reten Lx (5050) 17mm x 40mm x 6mm NBR - (SAV),0,D0,P11,A,1,0,0
1587,,Reten Lx (5053) 25mm x 40mm x 8mm NBR - (SAV),0,D0,P11,A,1,0,0
1588,,Reten Lz (5056) 22mm x 47mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1589,,Reten Lx (5057) 25mm x 47mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1590,,Reten Lx (5060) 30mm x 47mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1591,,Reten Lx (5063) 25mm x 62mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1592,,Reten Lx (5065) 38mm x 62mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1593,,Reten Lx (5069) 40mm x 62mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1594,,Reten Lx (5070) 42mm x 62mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1595,,Reten Lx (5071) 45mm x 62mm x 12mm NBR - (SAV),0,D0,P11,A,1,0,0
1596,,Reten Lx (5072) 45mm x 62mm x 10mm NBR - (SAV),0,D0,P11,A,1,0,0
1597,,Reten Mt (5075) 28.5mm x 34.92mm x 3.1mm NBR - (SAV),0,D0,P11,A,1,0,0
1598,,Reten Lx (5078) 15mm x 30mm x 7mm NBR - (SAV),0,D0,P11,A,1,0,0
1599,,Reten Lz (5079) 34.93mm x 53.49mm x 12.3mm NBR - (SAV),0,D0,P11,A,1,0,0
1600,,Reten Lz (5080) 62mm x 100mm x 12mm NBR - (SAV),0,D0,P11,A,1,0,0
1601,,Reten Mt (5081) 17mm x 40mm x 3mm NBR - (SAV),0,D0,P11,A,1,0,0
1602,,Reten Lz (5084) 20mm x 40mm x 10mm NBR - (SAV),0,D0,P11,B,1,0,0
1603,,Reten Lx (5085) 17mm x 28mm x 7mm NBR - (SAV),0,D0,P11,B,1,0,0
1604,,Reten Lx (5086) 20mm x 40mm x 7.9mm NBR - (SAV),0,D0,P11,B,1,0,0
1605,,Reten Lx (5087) 20mm x 35mm x 7mm NBR - (SAV),0,D0,P11,B,1,0,0
1606,,Reten 5087-1 SAV,0,D0,P11,B,1,0,0
1607,,Reten Lx (5088) 17mm x 34mm x 4mm NBR - (SAV),0,D0,P11,B,1,0,0
1608,,Reten Lx (5090) 19mm x 32mm x 7mm NBR - (SAV),0,D0,P11,B,1,0,0
1609,,Reten Lz (5091) 66.68mm x 112.7mm x 11.11mm NBR - (SAV),0,D0,P11,B,1,0,0
1610,,Reten Lz (5092) 22mm x 45mm x 7mm NBR - (SAV),0,D0,P11,B,1,0,0
1611,,Reten Lz (5093) 33mm x 49.2mm x 10.5mm NBR - (SAV),0,D0,P11,B,1,0,0
1612,,Reten Lx (5094) 48mm x 68mm x 14mm NBR - (SAV),0,D0,P11,B,1,0,0
1613,,Reten Lz (5095) 35mm x 58mm x 12mm NBR - (SAV),0,D0,P11,B,1,0,0
1614,,Reten Lz (5096) 22.22mm x 33.22mm x 9.52mm NBR - (SAV),0,D0,P11,B,1,0,0
1615,,Reten Lx (5097) 35mm x 52mm x 10mm NBR - (SAV),0,D0,P11,B,1,0,0
1616,,Reten Lz (5100) 34.93mm x 61.9mm x 11.9mm NBR - (SAV),0,D0,P11,B,1,0,0
1617,,Reten Lx (5101) 31.75mm x 60.5mm x 12.7mm NBR - (SAV),0,D0,P11,B,1,0,0
1618,,Reten Lx (5102) 34.93mm x 60.5mm x 12.7mm NBR - (SAV),0,D0,P11,B,1,0,0
1619,,Reten Lx (5104) 34.93mm x 53.97mm x 11.11mm NBR - (SAV),0,D0,P11,B,1,0,0
1620,,Reten Kz (5107) 82.6mm x 107.92mm x 12.7mm NBR - (SAV),0,D0,P11,B,1,0,0
1621,,Reten Kx (5108) 93.64mm x 142.88mm x 12.7mm NBR - (SAV),0,D0,P11,B,1,0,0
1622,,Reten Lz (5109) 63.5mm x 82.58mm x 12.7mm NBR - (SAV),0,D0,P11,B,1,0,0
1623,,Reten Lx (5112) 25.4mm x 44.5mm x 5mm NBR - (SAV),0,D0,P11,B,1,0,0
1624,,Reten Lx (5120) 39.42mm x 63.55mm x 12.7mm NBR - (SAV),0,D0,P11,B,1,0,0
1625,,Reten Lz (5122) 28mm x 47mm x 10mm NBR - (SAV),0,D0,P11,B,1,0,0
1626,,Reten Lz (5123) 15mm x 28mm x 6mm NBR - (SAV),0,D0,P11,B,1,0,0
1627,,Reten Lx (5124) 28mm x 47mm x 10mm NBR - (SAV),0,D0,P11,B,1,0,0
1628,,Reten Lx (5127) 42mm x 72mm x 10mm NBR - (SAV),0,D0,P11,B,1,0,0
1629,,Reten Lx (5128) 48mm x 72mm x 7mm NBR - (SAV),0,D0,P11,B,1,0,0
1630,,Reten Lx (5129) 52mm x 72mm x 10mm NBR - (SAV),0,D0,P11,B,1,0,0
1631,,Reten Lx (5130) 30mm x 52mm x 10mm NBR - (SAV),0,D0,P11,B,1,0,0
1632,,Reten Lx (5131) 11mm x 30mm x 10mm NBR - (SAV),0,D0,P11,B,1,0,0
1633,,Reten Lx (5132) 34mm x 52mm x 7.5mm NBR - (SAV),0,D0,P11,C,1,0,0
1634,,Reten Lx (5133) 20mm x 30mm x 7mm NBR - (SAV),0,D0,P11,C,1,0,0
1635,,Reten Lx (5134) 17mm x 30mm x 7mm NBR - (SAV),0,D0,P11,C,1,0,0
1636,,Reten Lx (5135) 17mm x 30mm x 6mm NBR - (SAV),0,D0,P11,C,1,0,0
1637,,Reten Lz (5136) 12mm x 30mm x 8mm NBR - (SAV),0,D0,P11,C,1,0,0
1638,,Reten Lz (5137) 12mm x 30mm x 13mm NBR - (SAV),0,D0,P11,C,1,0,0
1639,,Reten Lz (5140) 16.5mm x 30mm x 7mm NBR - (SAV),0,D0,P11,C,1,0,0
1640,,Reten Lx (5141) 50mm x 72mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1641,,Reten Lx (5142) 38mm x 72mm x 12mm NBR - (SAV),0,D0,P11,C,1,0,0
1642,,Reten Lx (5143) 34mm x 72mm x 14mm NBR - (SAV),0,D0,P11,C,1,0,0
1643,,Reten Lz (5144) 45mm x 72mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1644,,Reten Lx (5145) 48mm x 72mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1645,,Reten Lx (5146) 55mm x 72mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1646,,Reten Lx (5147) 50mm x 72mm x 12mm NBR - (SAV),0,D0,P11,C,1,0,0
1647,,Reten Lx (5148) 40mm x 52mm x 7mm NBR - (SAV),0,D0,P11,C,1,0,0
1648,,Reten Lz (5149) 38.1mm x 52.4mm x 7.14mm NBR - (SAV),0,D0,P11,C,1,0,0
1649,,Reten Lz (5150) 38.1mm x 52.37mm x 11.11mm NBR - (SAV),0,D0,P11,C,1,0,0
1650,,Reten Lz (5151) 38mm x 52mm x 8mm NBR - (SAV),0,D0,P11,C,1,0,0
1651,,Reten Lx (5152) 33mm x 52mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1652,,Reten Lz (5153) 32mm x 52mm x 9mm NBR - (SAV),0,D0,P11,C,1,0,0
1653,,Reten Lz (5154) 32mm x 52mm x 7mm NBR - (SAV),0,D0,P11,C,1,0,0
1654,,Reten Lx (5155) 25mm x 52mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1655,,Reten 5156 SAV,0,D0,P11,C,1,0,0
1656,,Reten Lz (5157) 22mm x 37mm x 7mm NBR - (SAV),0,D0,P11,C,1,0,0
1657,,Reten Lz (5158) 24mm x 37mm x 7mm NBR - (SAV),0,D0,P11,C,1,0,0
1658,,Reten Lz (5159) 25.4mm x 37mm x 7.5mm NBR - (SAV),0,D0,P11,C,1,0,0
1659,,Reten Lx (5160) 26mm x 37mm x 8mm NBR - (SAV),0,D0,P11,C,1,0,0
1660,,Reten Lz (5161) 15mm x 37mm x 2.5mm NBR - (SAV),0,D0,P11,C,1,0,0
1661,,Reten 5162 SAV,0,D0,P11,C,1,0,0
1662,,Reten Lx (5163) 25mm x 45mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1663,,Reten LZ (5165) 28mm x 45mm x 7.5mm NBR - (SAV),0,D0,P11,C,1,0,0
1664,,Reten LZ (5167) 30mm x 45mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1665,,Reten Lx (5168) 32mm x 45mm x 7mm NBR - (SAV),0,D0,P11,C,1,0,0
1666,,Reten Lx (5169) 41.28mm x 73.02mm x 11.9mm NBR - (SAV),0,D0,P11,C,1,0,0
1667,,Reten Lx (5170) 30mm x 55mm x 9.5mm NBR - (SAV),0,D0,P11,C,1,0,0
1668,,Reten Lz (5171) 32mm x 55mm x 8mm NBR - (SAV),0,D0,P11,C,1,0,0
1669,,Reten Lz (5172) 32mm x 55mm x 9.5mm NBR - (SAV),0,D0,P11,C,1,0,0
1670,,Reten Lx (5173) 35mm x 55.25mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1671,,Reten Lx (5174) 38mm x 55.25mm x 9mm NBR - (SAV),0,D0,P11,C,1,0,0
1672,,Reten Lx (5175) 40mm x 55mm x 8mm NBR - (SAV),0,D0,P11,C,1,0,0
1673,,Reten Lx (5177) 40mm x 55mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1674,,Reten Lz (5178) 35mm x 54.55mm x 10.5mm NBR - (SAV),0,D0,P11,C,1,0,0
1675,,Reten Lx (5180) 35mm x 58mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1676,,Reten Lz (5181) 40mm x 58mm x 12mm NBR - (SAV),0,D0,P11,C,1,0,0
1677,,Reten Lx (5182) 40mm x 58mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1678,,Reten Lz (5183) 42.86mm x 57.93mm x 12.7mm NBR - (SAV),0,D0,P11,C,1,0,0
1679,,Reten Lx (5184) 45mm x 57.88mm x 9.5mm NBR - (SAV),0,D0,P11,C,1,0,0
1680,,Reten Lz (5187) 38mm x 60mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1681,,Reten Mx (5188) 38.1mm x 60.3mm x 19.05mm NBR - (SAV),0,D0,P11,C,1,0,0
1682,,Reten Lx (5189) 40mm x 60mm x 10mm NBR - (SAV),0,D0,P11,C,1,0,0
1683,,Reten Lt (5190) 50.8mm x 80.11mm x 9.52mm NBR - (SAV),0,D0,P11,C,2,0,0
1684,,Reten Lx (5193) 64mm x 80mm x 8mm NBR/ACM - (SAV),0,D0,P11,C,2,0,0
1685,,Reten Lt (5194) 48.42mm x 80.11mm x 9.52mm NBR - (SAV),0,D0,P11,C,2,0,0
1686,,Reten Lx (5195) 50mm x 80mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1687,,Reten Ls (5196) 50mm x 80mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1688,,Reten Lt (5197) 52.4mm x 80mm x 6.35mm NBR - (SAV),0,D0,P11,C,2,0,0
1689,,Reten Lz (5199) 56mm x 80mm x 12mm NBR - (SAV),0,D0,P11,C,2,0,0
1690,,Reten Lx (5200) 60mm x 80mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1691,,Reten Lx (5201) 60mm x 80mm x 13mm NBR - (SAV),0,D0,P11,C,2,0,0
1692,,Reten Lz (5203) 49.21mm x 65.06mm x 12.7mm NBR - (SAV),0,D0,P11,C,2,0,0
1693,,Reten Lx (5204) 49.2mm x 65.06mm x 12.7mm NBR - (SAV),0,D0,P11,C,2,0,0
1694,,Reten Mx (5205) 39.42mm x 80.26mm x 14.25mm NBR - (SAV),0,D0,P11,C,2,0,0
1695,,Reten Kx (5206) 40.1mm x 61.16mm x 12.7mm NBR - (SAV),0,D0,P11,C,2,0,0
1696,,Reten Lx (5208) 40mm x 60mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1697,,Reten Mz (5209) 42mm x 56mm x 8mm NBR - (SAV),0,D0,P11,C,2,0,0
1698,,Reten Mx (5210) 42mm x 56mm x 8mm NBR - (SAV),0,D0,P11,C,2,0,0
1699,,Reten Mz (5211) 42mm x 56mm x 7mm NBR/MVQ - (SAV),0,D0,P11,C,2,0,0
1700,,Reten Lz (5212) 45mm x 65mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1701,,Reten Lz (5213) 45mm x 65mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1702,,Reten Mz (5214) 45mm x 62mm x 7mm NBR - (SAV),0,D0,P11,C,2,0,0
1703,,Reten Mx (5215) 45mm x 62mm x 7mm NBR - (SAV),0,D0,P11,C,2,0,0
1704,,Reten Lz (5216) 80mm x 100mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1705,,Reten Lz (5217) 80mm x 100mm x 10mm NBR/ACM - (SAV),0,D0,P11,C,2,0,0
1706,,Reten Lz (5220) 38mm x 65mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1707,,Reten Lx (5221) 42mm x 65mm x 12mm NBR - (SAV),0,D0,P11,C,2,0,0
1708,,Reten Lz (5222) 44mm x 65mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1709,,Reten Lz (5223) 45mm x 65mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1710,,Reten Lx (5224) 47mm x 65mm x 11mm NBR - (SAV),0,D0,P11,C,2,0,0
1711,,Reten Lz (5225) 47.63mm x 64.95mm x 8.28mm NBR - (SAV),0,D0,P11,C,2,0,0
1712,,Reten Lx (5226) 48mm x 65mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1713,,Reten Lz (5229) 48mm x 65mm x 14mm NBR - (SAV),0,D0,P11,C,2,0,0
1714,,Reten Lx (5230) 50mm x 65mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1715,,Reten Lx (5231) 45mm x 65mm x 8mm NBR - (SAV),0,D0,P11,C,2,0,0
1716,,Reten Lz (5232) 62mm x 105mm x 8mm NBR - (SAV),0,D0,P11,C,2,0,0
1717,,Reten Lz (5233) 75mm x 100mm x 12mm NBR - (SAV),0,D0,P11,C,2,0,0
1718,,Reten Lx (5234) 80mm x 100mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1719,,Reten Lz (5235) 80mm x 100mm x 13mm NBR - (SAV),0,D0,P11,C,2,0,0
1720,,Reten Lz (5236) 70mm x 100mm x 13mm NBR - (SAV),0,D0,P11,C,2,0,0
1721,,Reten 5237 SAV,0,D0,P11,C,2,0,0
1722,,Reten Lx (5238) 54mm x 68mm x 10.5mm NBR - (SAV),0,D0,P11,C,2,0,0
1723,,Reten Lz (5239) 34.93mm x 68.22mm x 12.7mm NBR - (SAV),0,D0,P11,C,2,0,0
1724,,Reten Lz (5240) 36mm x 68mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1725,,Reten Lx (5241) 39.69mm x 68.27mm x 11.11mm NBR - (SAV),0,D0,P11,C,2,0,0
1726,,Reten 5242 SAV,0,D0,P11,C,2,0,0
1727,,Reten Lz (5243) 20mm x 33mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1728,,Reten Lx (5245) 14mm x 35mm x 8mm NBR - (SAV),0,D0,P11,C,2,0,0
1729,,Reten Lx (5246) 15mm x 35mm x 8mm NBR - (SAV),0,D0,P11,C,2,0,0
1730,,Reten Lx (5249) 17mm x 35mm x 8mm NBR - (SAV),0,D0,P11,C,2,0,0
1731,,Reten Lx (5250) 17mm x 35mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1732,,Reten Lx (5251) 19mm x 34.92mm x 9.92mm NBR - (SAV),0,D0,P11,C,2,0,0
1733,,Reten Lx (5252) 20mm x 35mm x 10mm NBR - (SAV),0,D0,P11,C,2,0,0
1734,,Reten Lx (5253) 20mm x 35mm x 10.13mm NBR - (SAV),0,D0,P11,C,2,0,0
1735,,Reten Lz (5255) 22.22mm x 34.92mm x 7.93mm NBR - (SAV),0,D0,P11,C,2,0,0
1736,,Reten Lz (5256) 25mm x 35mm x 7mm NBR - (SAV),0,D0,P11,B,2,0,0
1737,,Reten Lz (5258) 15.87mm x 38.07mm x 9.52mm NBR - (SAV),0,D0,P11,B,2,0,0
1738,,Reten Lz (5259) 19mm x 38.07mm x 9.92mm NBR - (SAV),0,D0,P11,B,2,0,0
1739,,Reten Lx (5260) 20mm x 38mm x 7mm NBR - (SAV),0,D0,P11,B,2,0,0
1740,,Reten Lz (5261) 25.4mm x 38.07mm x 6.35mm NBR - (SAV),0,D0,P11,B,2,0,0
1741,,Reten Lz (5262) 25.4mm x 38.07mm x 9.92mm NBR - (SAV),0,D0,P11,B,2,0,0
1742,,Reten Lz (5263) 26.8mm x 38.07mm x 5.56mm NBR - (SAV),0,D0,P11,B,2,0,0
1743,,Reten Lx (5264) 28mm x 38mm x 6.5mm NBR - (SAV),0,D0,P11,B,2,0,0
1744,,Reten Lx (5266) 17mm x 40mm x 8.5mm NBR - (SAV),0,D0,P11,B,2,0,0
1745,,Reten Lt (5267) 20mm x 40mm x 4mm NBR - (SAV),0,D0,P11,B,2,0,0
1746,,Reten Lx (5268) 22mm x 40mm x 7mm NBR - (SAV),0,D0,P11,B,2,0,0
1747,,Reten Lz (5269) 24mm x 40mm x 8mm NBR - (SAV),0,D0,P11,B,2,0,0
1748,,Reten Lx (5270) 30mm x 40mm x 7mm NBR - (SAV),0,D0,P11,B,2,0,0
1749,,Reten Lx (5271) 25mm x 40mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1750,,Reten Lx (5272) 25.5mm x 40mm x 7mm NBR - (SAV),0,D0,P11,B,2,0,0
1751,,Reten Ls (5274) 50.8mm x 80mm x 6.35mm NBR - (SAV),0,D0,P11,B,2,0,0
1752,,Reten Lx (5276) 50mm x 90mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1753,,Reten Lx (5277) 55mm x 90mm x 13mm NBR - (SAV),0,D0,P11,B,2,0,0
1754,,Reten Lx (5278) 60mm x 90mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1755,,Reten Lx (5279) 65mm x 90mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1756,,Reten Lz (5280) 68mm x 90mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1757,,Reten Lx (5282) 70mm x 90mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1758,,Reten Lx (5284) 70mm x 90mm x 14mm NBR - (SAV),0,D0,P11,B,2,0,0
1759,,Reten Lx (5285) 75mm x 90mm x 8mm NBR - (SAV),0,D0,P11,B,2,0,0
1760,,Reten Lz (5287) 25mm x 50mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1761,,Reten Lz (5288) 25mm x 50mm x 12mm NBR - (SAV),0,D0,P11,B,2,0,0
1762,,Reten Lx (5290) 30mm x 50mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1763,,Reten Lx (5291) 32mm x 50mm x 6mm NBR - (SAV),0,D0,P11,B,2,0,0
1764,,Reten Lz (5292) 32mm x 50mm x 8mm NBR - (SAV),0,D0,P11,B,2,0,0
1765,,Reten Lx (5294) 32mm x 50mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1766,,Reten Lx (5295) 33mm x 50mm x 12mm NBR - (SAV),0,D0,P11,B,2,0,0
1767,,Reten Lx (5296) 35mm x 50mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1768,,Reten Lx (5297) 38mm x 50mm x 7mm NBR - (SAV),0,D0,P11,B,2,0,0
1769,,Reten Lz (5298) 38.1mm x 50.36mm x 9.9mm NBR - (SAV),0,D0,P11,B,2,0,0
1770,,Reten Lx (5300) 40mm x 62mm x 11.5mm NBR - (SAV),0,D0,P11,B,2,0,0
1771,,Reten Lz (5302) 44.19mm x 62.19mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1772,,Reten Lx (5303) 40mm x 62mm x 13mm NBR - (SAV),0,D0,P11,B,2,0,0
1773,,Reten Lz (5304) 44mm x 62.3mm x 12mm NBR - (SAV),0,D0,P11,B,2,0,0
1774,,Reten Lx (5305) 45mm x 62mm x 8mm NBR - (SAV),0,D0,P11,B,2,0,0
1775,,Reten Lz (5306) 47mm x 62mm x 8mm NBR - (SAV),0,D0,P11,B,2,0,0
1776,,Reten Lx (5307) 48mm x 62mm x 9mm NBR - (SAV),0,D0,P11,B,2,0,0
1777,,Reten Mt (5308) 22mm x 29mm x 7mm NBR - (SAV),0,D0,P11,B,2,0,0
1778,,Reten Lz (5311) 20mm x 42mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1779,,Reten Lx (5312) 25mm x 42mm x 6mm NBR - (SAV),0,D0,P11,B,2,0,0
1780,,Reten Lx (5313) 25mm x 42mm x 8mm NBR - (SAV),0,D0,P11,B,2,0,0
1781,,Reten Lz (5315) 28mm x 42mm x 10mm NBR - (SAV),0,D0,P11,B,2,0,0
1782,,Reten Lx (5316) 30mm x 42mm x 7mm NBR - (SAV),0,D0,P11,B,2,0,0
1783,,Reten Lx (5317) 30mm x 42mm x 8mm NBR/ACM - (SAV),0,D0,P11,B,2,0,0
1784,,Reten Lz (5319) 12mm x 32mm x 7mm NBR - (SAV),0,D0,P11,A,2,0,0
1785,,Reten Lz (5320) 12.7mm x 31.95mm x 9.52mm NBR - (SAV),0,D0,P11,A,2,0,0
1786,,Reten Lz (5321) 17mm x 32mm x 9mm NBR - (SAV),0,D0,P11,A,2,0,0
1787,,Reten Lx (5322) 20mm x 32mm x 8mm NBR - (SAV),0,D0,P11,A,2,0,0
1788,,Reten Lx (5323) 22mm x 32mm x 7.8mm NBR - (SAV),0,D0,P11,A,2,0,0
1789,,Reten Lx (5324) 22.22mm x 31.85mm x 4.76mm NBR - (SAV),0,D0,P11,A,2,0,0
1790,,Reten Lz (5326) 125mm x 150mm x 13mm NBR - (SAV),0,D0,P11,A,2,0,0
1791,,Reten Lz (5327) 30.16mm x 50.8mm x 11.11mm NBR - (SAV),0,D0,P11,A,2,0,0
1792,,Reten Lz (5328) 32.54mm x 50.8mm x 11.11mm NBR - (SAV),0,D0,P11,A,2,0,0
1793,,Reten Lz (5329) 25.4mm x 50.8mm x 10mm NBR - (SAV),0,D0,P11,A,2,0,0
1794,,Reten Lz (5330) 20mm x 52mm x 10mm NBR - (SAV),0,D0,P11,A,2,0,0
1795,,Reten Lz (5333) 32mm x 56mm x 10mm NBR - (SAV),0,D0,P11,A,2,0,0
1796,,Reten Lz (5334) 32mm x 56mm x 12mm NBR - (SAV),0,D0,P11,A,2,0,0
1797,,Reten Lz (5335) 35mm x 56mm x 10mm NBR - (SAV),0,D0,P11,A,2,0,0
1798,,Reten Lz (5337) 36mm x 56mm x 10mm NBR - (SAV),0,D0,P11,A,2,0,0
1799,,Reten Lz (5338) 38mm x 56mm x 10mm NBR - (SAV),0,D0,P11,A,2,0,0
1800,,Reten Lx (5339) 40mm x 56mm x 8mm NBR - (SAV),0,D0,P11,A,2,0,0
1801,,Reten Lz (5340) 40mm x 56mm x 12mm NBR - (SAV),0,D0,P11,A,2,0,0
1802,,Reten Lx (5341) 43mm x 56mm x 6mm NBR - (SAV),0,D0,P11,A,2,0,0
1803,,Reten Lx (5345) 46.43mm x 69.78mm x 12.3mm NBR - (SAV),0,D0,P11,A,2,0,0
1804,,Reten Lz (5346) 47.63mm x 69.88mm x 12.7mm NBR - (SAV),0,D0,P11,A,2,0,0
1805,,Reten Lx (5347) 49.2mm x 69.88mm x 9.52mm NBR - (SAV),0,D0,P11,A,2,0,0
1806,,Reten Lx (5348) 50.8mm x 69.88mm x 9.52mm NBR - (SAV),0,D0,P11,A,2,0,0
1807,,Reten Lz (5349) 50.8mm x 69.88mm x 12.7mm NBR - (SAV),0,D0,P11,A,2,0,0
1808,,Reten Lx (5350) 55mm x 70mm x 8mm NBR - (SAV),0,D0,P11,A,2,0,0
1809,,Reten Lx (5353) 52mm x 75mm x 12mm NBR - (SAV),0,D0,P11,A,2,0,0
1810,,Reten Lz (5354) 55mm x 75mm x 12mm NBR - (SAV),0,D0,P11,A,2,0,0
1811,,Reten Lx (5355) 58mm x 75mm x 12mm NBR - (SAV),0,D0,P11,A,2,0,0
1812,,Reten Lx (5356) 60mm x 75mm x 8mm NBR - (SAV),0,D0,P11,A,2,0,0
1813,,Reten Lt (5357) 50mm x 75.18mm x 6.35mm NBR - (SAV),0,D0,P11,A,2,0,0
1814,,Reten Lz (5358) 60mm x 78mm x 10mm NBR - (SAV),0,D0,P11,A,2,0,0
